@relation trainfeatures

@attribute instance_id string
@attribute repetition numeric
@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute J numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute O numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute U numeric
@attribute V numeric
@attribute W numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute AA numeric
@attribute AB numeric
@attribute AC numeric
@attribute AD numeric
@attribute AE numeric
@attribute AF numeric
@attribute AG numeric
@attribute AH numeric
@attribute AI numeric
@attribute AJ numeric
@attribute AK numeric
@attribute AL numeric
@attribute AM numeric

@data
XzgXehviiCSeYMTKfeOj,1,-3.010025,4.057353,1.45068,0.334041,0.449812,-2.318359,2.237918,-1.967957,2.474738,2.132003,1.84636,-0.743851,1.814098,-0.798702,-0.071517,0.946524,1.154448,-1.081751,-0.040817,0.124986,0.163666,0.168948,1.654845,1.052771,0.378227,-1.350758,0.539726,-0.316967,0.94634,0.314729,-0.231237,-0.192123,-0.129137,0.402073,0.466843,0.377133,-0.952101,0.118614,0.082106
dZRFeUMTefIdNelsKjYb,1,0.91939,-7.303174,1.089641,-0.822711,1.339622,1.641391,-0.100089,0.430195,1.588053,1.219742,1.403856,-0.191922,1.112585,0.479302,-0.602249,0.295503,0.156895,-0.073449,1.572777,0.022368,-0.800595,-0.049827,1.817776,-0.647546,-1.236653,0.835259,-0.945823,-0.654319,0.589428,-1.224044,-0.599153,0.289037,-0.161137,0.348241,0.374138,-0.671709,-0.52455,-0.471461,-0.229104
XPFjGQRXTVAuUiaDBmeZ,1,1.352136,-8.197295,0.360037,-1.927882,2.415389,1.442937,-1.04435,-1.833451,1.307794,0.215307,1.191368,2.041743,3.364667,0.308474,-1.530451,-0.455428,-1.238472,-0.083709,-1.743855,1.885294,0.806034,-0.422171,0.80265,-1.390921,-0.212747,0.193709,-0.834116,-0.592347,-0.568593,-0.732167,-0.847244,0.281746,-1.119416,-1.065395,-1.245578,1.171078,-0.325133,2.17636,-0.156582
QFNFrAMyBojgQXzJgXne,1,-1.641238,0.237469,1.103365,0.391294,-3.519555,-0.385759,-0.649392,0.284813,-0.668435,-1.976703,-1.560105,0.601455,0.216588,-0.351719,0.260069,0.410319,-0.22752,0.223256,-0.007644,-0.3136,-0.215739,0.232911,0.393383,-0.039765,-0.329433,0.157492,-0.166178,-0.122092,0.119188,-0.022823,0.011864,0.023704,-0.078759,0.110375,0.05987,-0.079109,-0.315346,0.27976,0.083667
XpdopaNeengPYhAhmmce,1,-3.823646,-3.729205,0.006785,-1.804041,-1.893201,0.69496,-2.279448,0.000294,-0.136757,0.134883,-1.588138,0.945557,1.47216,0.169621,-0.632162,-0.58702,-0.531477,0.932549,-1.92195,0.490209,0.046526,-0.348647,-0.54028,0.182217,0.864843,-1.095886,0.497905,0.031927,-0.34396,0.477666,-0.107768,-0.247998,0.598325,-0.393501,-0.475496,-0.657472,-1.536334,-0.346726,0.715552
FhxfciwQsRCYtYGWsXWr,1,4.235424,-3.031657,-2.102619,-0.750891,-1.74651,2.39427,-0.851604,-0.279658,0.852539,-0.911986,0.67373,0.921684,1.636044,-0.916195,0.378769,0.616916,-0.759066,0.158361,1.804596,1.424386,0.807097,0.517956,0.013569,-0.122847,-0.270458,-0.778071,1.323555,0.433475,0.482169,0.268776,1.046351,0.181679,-0.751727,0.51838,0.77423,0.570967,0.60483,0.456899,0.400121
wjeDkwgnoHVwIfdhhgTU,1,-1.733174,0.540393,0.839905,0.175776,-3.612493,-0.280543,-1.013148,0.199447,-0.599536,-1.960722,-1.580623,0.558598,0.170154,-0.323052,0.133278,0.383841,-0.252558,0.202608,-0.045309,-0.193493,-0.25767,0.28893,0.615252,-0.011489,-0.216622,0.032281,-0.195731,-0.126913,0.218832,0.080011,0.044131,0.048437,-0.11972,0.012619,-0.04032,-0.048602,-0.244182,0.274369,0.038899
PmAcdkcfmHyteoePbIOJ,1,-6.87738,2.149376,0.13734,-3.629786,-0.3851,1.949041,-1.154764,2.155572,-2.797758,0.716384,2.459805,1.553724,0.018305,-0.138355,0.159005,0.045232,0.53233,-0.681993,-0.464151,-1.254424,0.511988,-0.788327,-1.050478,0.487726,0.13029,0.585627,-0.817557,0.002282,-0.022093,-0.40332,0.144217,-0.125754,0.079043,0.04641,0.14072,-0.253771,0.572718,0.105495,0.259249
BvHezebOruVLJlHbltNZ,1,3.761277,-0.477224,-0.271462,1.028797,-1.262621,1.570821,-2.548997,-0.128966,1.878023,0.030271,-0.823517,-0.379996,-1.467905,-2.080024,-0.831483,-0.999717,0.357657,-1.600549,0.464931,0.521179,-0.590456,-0.378747,-1.600749,1.259919,-0.301888,-0.356241,-0.816941,1.17372,-1.630052,0.819579,0.898777,-0.649616,-0.223353,-0.517768,0.356165,0.354796,0.730604,-1.052971,-1.214755
kzFKypFNauGMtompFQZG,1,-2.391132,-3.429139,-2.654712,-1.558436,4.455706,-3.581775,-4.364456,-6.584369,1.213536,-0.749865,2.156132,0.371999,-4.136616,0.1821,0.254918,2.552925,0.284219,1.914959,-1.743723,-3.824705,5.015433,1.2076,1.50374,1.156575,-0.786894,-0.624186,-0.968701,1.721578,-1.442972,0.224659,-0.007603,-0.244402,-0.096809,0.515421,-0.16598,1.101455,-0.275349,-0.676248,-0.5585
hnNZurDYLpnQSqqWoiSX,1,-5.438044,-4.032184,-3.437891,4.478131,-0.140791,-5.230063,0.456366,-0.993952,-0.38741,0.531096,-2.142744,-0.63042,2.134644,-0.061981,0.695718,-0.66532,0.103489,-0.199012,-0.688331,0.760011,-0.655543,-0.251913,-1.679411,0.035336,1.482681,-0.598542,0.39498,0.514203,-0.232092,0.193497,-0.188604,-0.116516,0.315506,-0.301005,0.178889,-1.438015,1.106304,1.172997,0.963902
oNbitOtaWXeXpIoEmPOF,1,-0.894026,-0.074934,1.506639,0.813664,-3.136771,-0.020415,-0.026467,0.172618,-0.280662,-1.869167,-1.331677,0.576324,0.10423,-0.474288,0.156223,0.461763,-0.277587,0.030711,0.060023,-0.27541,0.080266,0.024904,0.186379,-0.145461,0.029345,-0.002854,-0.265815,-0.065521,0.085085,-0.141357,-0.133479,0.090489,-0.114487,0.052847,0.056269,-0.060212,-0.174886,-0.018367,-0.005725
CzFMBpGHxOevEnnWTLia,1,4.736921,3.047726,-0.140021,0.578475,1.708622,1.28065,-0.809649,-1.172888,-3.23006,1.010251,-0.226794,-1.701614,0.097633,1.346518,-0.642152,2.226133,-3.19895,-2.246975,-1.556667,-0.453438,-0.548857,-0.070545,0.312986,-1.85422,0.170661,-1.826868,0.024465,-1.033389,-0.390395,-0.451682,1.25783,-0.321927,-0.760306,-0.598538,-0.246127,-0.081045,-0.140827,-0.132909,-0.105966
AlcijVwrmzLRmvSLakUQ,1,-2.707999,-5.191602,0.796231,-1.564626,-2.142202,1.682978,-1.73482,0.547061,-0.0644,1.160535,-1.030228,1.487404,2.33797,0.104949,-0.738344,-0.97294,-0.512607,0.737874,-1.960841,0.140573,0.931246,-1.009383,-1.876977,-0.196279,0.839817,-0.618539,0.376024,-0.265082,-0.745706,-0.326569,-0.49162,0.03129,0.763843,-0.3329,-0.509875,-0.834349,-1.848828,-0.572051,0.739235
UYvlylsKlHrqTtLIMpij,1,0.737674,-9.623098,0.563641,-0.656655,2.581791,1.369234,-0.405671,-1.137025,1.246084,0.224242,0.488156,1.404726,1.511229,0.521548,-0.471648,0.065318,-0.046917,0.801187,-1.150336,-0.249756,0.101094,-0.155976,0.780249,0.285287,-0.094214,0.112389,-0.301902,-0.082598,0.666922,-0.322407,0.455894,0.610328,0.611475,-0.04675,0.426715,-0.573931,-0.110734,-0.222689,0.304701
lSzrqinWOiXhEKOeAirj,1,1.295111,-0.63597,-1.65147,3.680148,-4.385353,2.588408,-1.993112,1.897264,3.131299,2.899403,-2.422735,-2.102796,-1.465816,-1.342727,-1.412215,-1.824206,0.236697,-1.546429,0.167082,0.239347,1.544224,-0.598107,-0.421882,1.977798,0.563104,-2.41521,-0.484884,1.094133,-0.475806,-0.099182,0.618979,0.829992,-0.147554,-1.753528,-0.35301,-0.823132,0.897825,-1.340812,-1.740514
KJXxpxfjezzNBjhcOhoe,1,-7.218251,2.346863,-0.323918,-3.9845,-0.145265,2.35195,-1.33087,2.419833,-2.844938,0.763003,2.531113,1.522568,0.254495,-0.090565,0.166627,0.181188,0.620263,-0.793735,-0.220793,-1.36209,0.472159,-0.797527,-0.852497,0.848442,0.224479,0.256624,-0.816316,0.001722,0.365369,-0.380347,0.201183,0.121823,0.004848,-0.1957,-0.061826,-0.000505,0.646368,0.126523,0.734731
VchFjOnqqSmqDThFpEvl,1,6.395344,1.829322,-1.226441,-4.193045,2.560271,-5.258486,-2.784051,6.562884,3.221745,-5.155476,1.560666,-3.064005,1.665357,2.160167,0.714887,-1.440577,1.250048,0.059502,-0.729789,-0.536838,1.913521,-1.455921,0.049053,-1.702581,1.135693,-0.0885,0.471679,-0.319422,-0.149176,0.907692,0.636057,0.345759,-0.363744,-0.026586,-0.155513,0.179474,-0.500381,0.242102,0.518865
TVecPdmplsmobTWVrefv,1,-0,-0,-0,0,0,-0,0,0,-0,-0,-0,0,-0,0,0,-0,-0,0,0,-0,-0,0,-0,-0,-0,0,0,0,-0,-0,-0,0,0,-0,0,-0,0,-0,-0
DKXcSmWdPzXtYdKuzjVm,1,-1.071605,0.138323,3.025974,-1.435028,1.257475,0.473624,1.493189,-1.529672,1.066152,-1.279144,2.932569,0.499424,-1.638874,0.067562,-0.8632,0.300857,0.028868,-0.383675,0.989532,0.797791,-0.135296,0.048321,0.105573,-0.445285,0.234843,-0.324073,0.15585,0.458595,-0.546784,0.343119,0.364892,0.106742,-0.038002,-0.464122,0.069832,-0.627296,-0.310007,0.238022,-0.202848
UGkHYQJpoTREKuVhuEII,1,-1.503857,0.270491,1.038451,0.390672,-3.645016,-0.18612,-0.777017,0.320557,-0.463568,-1.777283,-1.588002,0.515696,0.207353,-0.409053,0.132448,0.327226,-0.237885,0.187371,-0.03431,-0.211431,-0.108701,0.195071,0.445951,-0.035676,-0.164096,-0.007801,-0.266796,-0.106276,0.121956,0.089017,0.035927,-0.01463,-0.100346,0.110277,0.102864,-0.166917,-0.268328,0.272105,0.023634
rLsxVYZoBhmbCDDJAJhQ,1,4.204316,0.65953,0.178055,-1.35987,0.415081,-0.861765,-1.336244,0.483571,1.790968,-0.18913,-0.545667,-1.31722,-0.908848,0.056412,-0.48493,0.637251,-2.827573,-3.135763,0.243029,1.095217,0.111693,3.209275,0.191568,1.533488,2.854014,2.187092,-1.848765,0.465642,-1.416517,0.776511,-0.217122,1.173608,1.025073,0.67133,0.244566,-0.011543,-0.462659,0.415908,0.087776
zGeajZjqgSHuVlqgXtlY,1,1.304417,1.522122,-0.455901,-0.134873,-0.557114,-0.0469,-1.560946,-2.19465,0.169724,-3.618055,0.574131,1.624769,-0.40709,-0.23193,-0.152132,1.007271,-0.1117,-0.3566,1.368431,0.448985,-0.734125,0.154967,0.145728,-0.633615,-0.092658,0.883874,-0.15617,0.299092,0.061923,0.101731,0.214016,0.04541,-0.068102,-0.016041,-0.494331,0.350996,-0.53756,0.197024,0.290538
ZbkWIGzDrCuERYyWoIoF,1,0.807481,-5.70559,0.141046,-1.564839,1.111698,0.67999,-1.807955,-1.414736,0.836328,0.52405,0.904005,1.768474,2.519851,-0.354429,-0.776832,-0.389016,-0.122877,0.09234,-1.018677,1.057716,0.054873,-0.57182,-0.101752,-0.687388,-0.215353,0.222574,-0.34971,-0.244543,-0.787896,-0.484747,-0.427824,-0.16129,-0.127772,0.166724,-0.231813,0.306604,0.179807,0.478108,0.241577
MVaWMXfDvqaqdIpfCKcK,1,1.654698,2.389157,-4.325627,6.3091,-2.691914,1.859927,0.164153,0.811546,1.263657,0.624949,1.007689,-0.263438,0.34603,1.655939,-0.76203,0.896841,0.610466,0.423456,0.769588,-0.597347,0.447972,-0.713238,-0.876635,0.367962,-0.018505,-1.679974,-1.022162,-1.063695,-0.216124,-0.2764,-0.455929,-0.01289,0.117776,0.439129,0.467246,-0.348784,0.181006,0.397284,-0.447842
cnllUdSXAYpYSZyMYdlp,1,7.533161,2.863204,-6.04826,-3.630251,-2.572358,0.281516,2.033894,-0.272392,-0.945272,1.937595,3.482636,-2.045812,-1.678691,-3.554096,7.027282,1.411408,-4.980335,5.828059,-1.240155,4.700162,-0.836577,0.672214,-1.22076,-0.301183,-2.055169,-0.72927,-1.531469,1.305111,1.193724,0.533405,1.176711,1.837894,-1.121364,0.275961,-0.664338,-0.11597,0.017409,0.469833,1.034501
JuQyZFAuumRyplFPTkSa,1,4.582063,1.764005,1.610364,0.264675,0.158994,0.833901,-2.186325,0.236635,0.683464,2.617938,-0.909337,-0.0369,-1.352863,-1.997192,-0.665993,-1.761185,0.91123,-0.957718,-0.187462,0.407588,0.38979,-0.381985,-0.6532,-0.142299,-0.596876,0.513798,-1.034046,0.694858,-0.760726,-1.029231,-0.555278,-0.749326,0.208875,1.088113,0.394443,-0.266808,0.311383,0.486192,0.332175
mbWsEFtXiUvageAWXRQB,1,7.496373,2.472564,-1.337623,-4.617181,3.830846,-7.764613,-2.253127,9.648403,3.73747,-2.637237,-0.446572,1.430484,0.418132,2.070928,-1.207906,0.33571,0.798654,1.508325,0.079269,-0.357077,1.756603,-0.201504,-0.549808,-2.646198,1.048402,-0.95208,-0.22413,0.554168,0.452186,1.005861,0.83824,-0.169041,-0.527592,-0.420883,-0.425325,0.484739,-0.439232,0.181139,0.338049
mkmOVIUrSoOjVMLJWcbo,1,2.779822,-0.043547,2.955036,1.952626,0.850004,1.037459,1.971048,-1.093585,-0.770293,-2.595812,-0.977901,1.177667,-0.628538,0.502026,0.855053,-0.473368,1.124231,0.590935,0.709013,-0.151227,0.218708,-0.798331,-0.0017,0.125981,-0.169711,0.125432,-0.17949,0.341754,0.406438,-0.312685,0.026854,0.750089,0.513704,0.020575,-0.130332,0.633508,0.196925,0.092135,-0.467906
AbrvcqljKLGxKGEwoCed,1,-3.306114,4.226427,1.240762,0.160438,0.36877,-2.246786,2.007404,-1.854934,2.561199,2.392589,1.768478,-0.823692,2.154377,-0.736323,-0.131464,0.991025,1.270028,-1.098721,-0.148036,0.0446,-0.001561,0.217909,1.936707,1.356399,0.239522,-1.532704,0.411235,-0.282748,1.013038,0.312556,-0.112875,-0.215034,-0.10486,0.397026,0.376356,0.383175,-0.98706,0.045859,0.170889
VLwxAUzMwdAdYNduUsIx,1,1.571325,3.080471,-5.839325,7.618836,-2.443831,3.982912,0.355926,2.104143,1.225922,1.502534,2.625741,-0.641147,-1.188848,1.913997,-1.529891,2.358913,1.511603,1.61464,-2.495159,-0.533177,-1.095826,-0.151337,1.895887,-1.301751,1.176784,1.422334,1.254721,0.740566,-0.631492,-0.37758,-0.248069,-0.009987,-0.243978,-0.005449,0.109943,0.325259,0.538633,0.026103,0.206585
scepYzyMofiGAhSSNyTr,1,-1.744096,-4.740133,-0.578277,-0.452531,0.978205,-1.878125,-2.013332,-1.854078,0.466361,2.140568,-2.075356,-2.21878,-0.507766,1.786408,1.743916,3.808652,-2.144829,-4.04464,-1.28088,-2.853569,-1.967855,-1.726398,-0.381378,-2.272261,0.750043,-0.628432,-1.543823,-0.593711,2.051594,-0.552713,3.623559,-1.522761,-2.403886,-0.703691,-0.748897,0.466226,-0.245841,1.935024,-3.087367
HWptkXnaYmeQzvLKUawp,1,-0.681833,-3.76786,-0.412631,-0.075037,-2.228821,0.281141,-2.751818,0.477478,0.353226,0.8362,-1.879493,-0.210888,-0.889802,-1.737847,-0.178015,-1.057098,-0.084871,-0.641395,-1.283693,0.960162,-0.085779,0.100281,-0.173164,0.315151,-0.095762,-0.008853,0.529024,-0.153151,-0.477321,0.619307,0.529136,-0.460736,-0.446755,-0.314509,-0.442501,0.257178,0.841342,0.153112,0.958054
BtaSqixyaqIoROVdchBb,1,2.865244,-0.066739,3.081173,2.147108,0.963809,1.159282,2.207722,-0.814315,-0.704108,-2.337071,-0.95302,1.586507,-0.73599,0.632772,1.447927,-0.881041,1.378587,0.352789,0.374846,-0.343618,0.320236,-0.850653,-0.351914,0.234656,-0.302904,0.343112,-0.117565,0.48872,0.345868,-0.618273,-0.144924,0.774859,0.590337,0.073251,-0.182702,0.752474,0.228536,0.034869,-0.604103
PQitMhXzGEZRqPLpZhwU,1,-1.00551,-0.18498,3.470606,-1.271237,1.309994,0.557899,2.010626,-1.407481,1.096078,-1.185158,2.90502,0.354821,-1.621233,0.115797,-0.794577,0.335179,-0.07071,-0.387749,1.029711,0.766966,-0.01056,0.04827,-0.003061,-0.512188,0.323987,-0.382626,0.122284,0.361921,-0.633716,0.405126,0.332126,-0.03883,-0.060766,-0.499812,0.063219,-0.675026,-0.175281,0.147974,0.018051
CYPbxVeZhMegNwQmvjSE,1,-1.287284,0.487127,1.126599,0.729831,-3.671867,-0.075746,-0.595051,0.431114,-0.783482,-1.607253,-1.519883,0.816668,0.240929,-0.616506,0.302744,0.258815,-0.170435,0.043616,-0.252437,-0.4774,0.273468,-0.051522,-0.230964,-0.103276,-0.215825,0.43399,-0.13507,-0.123475,-0.021517,-0.526732,-0.390293,0.225558,-0.005675,0.130772,-0.205108,0.236906,-0.043032,-0.014719,-0.236485
bvAvCTZwTLamdIkdlJGg,1,-1.71018,0.454347,0.76852,0.381509,-3.611067,-0.235325,-0.971824,0.331003,-0.48385,-1.837517,-1.543438,0.458917,0.099501,-0.330561,0.049211,0.359377,-0.175223,0.150025,-0.036031,-0.232102,-0.274854,0.289332,0.700934,0.068075,-0.223753,0.084049,-0.23424,0.003009,0.220124,0.131803,0.143136,-0.028445,-0.0698,0.057263,0.035522,-0.120599,-0.369985,0.269753,0.111963
NONTQeuCzypcaKOuyaoI,1,0.58124,-4.594562,0.064964,-0.04747,-0.820231,1.28314,-0.779717,0.729512,0.851348,1.407811,0.430014,-0.444935,0.687013,-0.15777,0.5795,0.762055,0.10115,-0.340283,1.608496,-0.257833,-0.482356,-0.405061,-0.237539,-0.455772,-0.300266,0.477138,-0.224423,-0.721671,-0.530889,0.48708,0.16698,-0.431511,0.118777,0.125565,-0.307949,1.253192,-2.070681,-1.889543,0.171748
hVlLEwsfFLfEaNniIOnh,1,-2.379068,2.631474,2.659115,1.089591,-1.947551,-0.682739,2.475946,0.62317,-0.774847,2.640631,0.264341,0.020471,-1.573401,-1.371643,1.796447,-0.767192,-0.596111,0.216173,-2.027281,0.124311,1.54192,0.26313,-1.299442,-1.160872,0.306893,1.124904,0.161484,-1.721281,1.396091,0.633698,-0.288794,-0.405934,-0.603576,-0.419599,1.212183,-0.571983,0.158025,-1.11586,0.100878
GxeeiNaVRvAzBWzlsaIM,1,2.209619,-10.40663,2.265867,-0.11789,3.052681,3.680269,3.832965,0.211902,0.159535,0.279989,-0.346491,1.756406,1.158508,2.740148,0.697205,-2.162131,-0.19314,-0.211953,-0.166147,0.968769,1.083234,1.194816,0.682051,1.290574,1.500185,0.236521,0.053951,0.553955,0.534794,0.416744,1.170359,1.313109,1.145512,0.425462,0.660302,-0.17242,0.643365,0.3366,0.390099
CmpXTIiMHQUxuJpWceoj,1,-7.145666,2.258018,-0.191386,-3.850813,-0.179926,2.133107,-1.271986,2.302139,-2.829718,0.936814,2.577701,1.494044,0.217839,-0.035634,0.219169,0.134853,0.627874,-0.777141,-0.279253,-1.352381,0.486625,-0.862792,-1.0923,0.702689,0.202961,0.430321,-0.832752,0.10634,0.099644,-0.509351,0.191582,-0.016487,0.061528,-0.02897,-0.01858,-0.058608,0.680407,0.086723,0.544826
xdiKCeuZgbVVMNokRonu,1,-0.639607,1.04566,3.989797,1.371729,1.175432,-1.667761,3.73917,-0.912987,1.674417,1.703829,1.423895,-0.890424,-1.100697,-2.028379,0.768797,-0.294647,1.031189,-0.69321,-0.443116,0.383832,-0.316573,0.362082,-0.884774,0.512672,-0.655083,-0.375729,1.530406,-0.399405,-0.294271,-0.256861,-0.200513,0.212344,-0.045926,-0.172559,0.577084,-0.406638,-0.315143,0.776362,-0.424989
KWgVjeduYrPXjMZycCcU,1,-7.604667,2.718111,0.907183,-3.892162,0.233652,1.74231,-0.294865,0.028087,1.942893,0.830934,-1.802678,-1.655464,-0.8535,1.53762,-0.975596,-0.485228,-0.730297,1.069272,0.07352,0.681896,-0.48519,0.213241,-0.24142,0.168951,-0.322139,0.111003,0.917818,0.474746,0.005039,-0.521934,-0.389035,0.315095,-0.124708,0.337059,0.083119,0.570141,-0.006133,-0.137909,-0.068471
txpxTwpRbtICmQHAKsXK,1,4.966502,-4.564421,-2.089887,-0.608278,-1.64786,2.975755,1.082183,-0.121693,0.481132,-1.093567,0.754125,0.839773,1.380741,-1.439967,1.16645,0.773767,-1.255232,0.94922,1.216492,1.982303,1.270493,0.493386,-0.581889,0.007232,0.029467,-1.129948,1.442602,0.77145,0.878564,-0.050681,1.037359,0.615839,-1.32623,0.450202,0.751381,1.015706,1.166556,0.269498,0.281363
jQehngCyczLKPHruDTNH,1,2.12743,0.193336,1.784976,1.179846,-0.480191,0.394758,0.90779,-1.409516,0.203919,-3.388578,0.039353,0.925053,-0.402303,-0.518911,-0.249238,1.081758,-0.121208,0.035985,1.053655,0.05592,-0.236378,-0.17424,-0.137264,-0.353931,0.132624,0.011829,-0.05453,0.01123,0.085587,-0.334095,-0.429971,0.342841,-0.112542,-0.05962,-0.299928,0.369273,0.183535,-0.216957,-0.013866
GEZluIqLFrWNDWGcamyY,1,0.785384,-0.200572,0.920461,0.60173,-1.248261,-0.408337,-1.054357,-0.106596,1.405195,0.929438,-0.672355,-0.610511,-0.549857,-1.749976,0.072474,-0.390204,0.511256,-0.809886,0.036955,0.573825,-0.12477,0.276213,0.771583,-0.055597,-0.53938,0.887162,-0.289028,0.337292,-0.147646,-0.420033,0.051655,-0.294146,0.424057,0.214126,-0.695015,0.241626,0.226054,0.075808,0.70821
LWypbzCmDudquEEDqEVh,1,-2.900998,-5.003292,0.540931,-1.631843,-2.171913,1.553878,-2.123691,0.373684,-0.104168,1.194889,-1.227355,1.465644,2.153297,0.172186,-0.646596,-0.864787,-0.536405,0.803361,-2.107271,-0.180059,1.221735,-0.915233,-1.786586,-0.137371,0.721251,-0.64187,0.375385,-0.226056,-0.725154,-0.422,-0.450201,0.085106,0.723906,-0.373709,-0.49036,-0.824065,-1.92412,-0.555351,0.758297
rVlZyuFLvfOGIaHGPymJ,1,4.166223,3.896543,-0.741146,-3.106549,1.646293,-4.744115,-0.55232,2.524943,1.891006,-3.829499,2.010456,-1.625765,-0.056582,0.386855,1.179565,-0.56958,0.400652,0.560389,-1.029829,0.571529,1.232406,-1.918581,-0.339214,-0.633141,1.086632,-0.442252,0.375528,-1.48963,-0.082777,0.389811,-0.433907,1.041433,-0.538484,0.208972,-0.674924,0.311572,0.300365,0.385,-0.184598
iSEdhBWTOZCqKUgiHkqT,1,5.612195,1.28196,-2.750201,0.037074,-0.282859,2.850858,-1.928573,0.384676,0.271107,1.0159,0.542486,0.711054,1.167907,1.119472,0.494875,-1.623164,-0.920749,-0.036811,3.723824,0.305401,1.777963,0.709678,0.981791,-0.466801,-1.464996,1.599051,1.1604,0.977546,1.862552,-0.336746,0.365324,-1.379072,0.060068,0.222234,-0.881402,-1.330292,-0.155046,-0.306794,-0.22045
EHXoaKOsEjMiEPKuSZZI,1,-7.261252,2.642442,1.187264,-3.772507,0.011799,1.551494,-0.219852,-0.049655,1.832272,0.804046,-1.485558,-1.483509,-0.834073,1.422897,-1.007935,-0.560583,-0.752814,0.949735,0.043207,0.662098,-0.371594,0.238174,-0.200212,0.178988,-0.323467,0.155441,0.886699,0.298346,0.177429,-0.327866,-0.335646,0.330329,-0.190507,0.171781,0.210634,0.397008,-0.137912,-0.126298,-0.092883
dZmAWvIZlebreXCKQSDg,1,-5.444252,0.324207,3.602032,-2.199451,-1.063108,0.411423,1.658811,0.171282,1.108342,0.809112,0.672083,-1.011643,-1.046205,0.91677,-0.744283,-0.494094,-0.466465,0.387629,0.295473,0.536956,0.453217,0.085592,0.263518,-0.246867,0.069581,-0.493226,0.114099,0.091862,-0.378457,0.375247,0.21396,-0.062263,-0.070358,-0.297925,0.257824,-0.711832,0.190718,-0.057053,-0.353941
obNtuCvNTuEzLwflKmBf,1,-8.765084,2.222157,-4.79831,2.928651,1.204407,-3.203841,1.4544,-0.788758,-2.119555,-3.09092,-0.693742,1.741959,2.230068,-0.531794,-0.132235,-0.494988,-0.42261,0.259709,-1.677859,0.507702,0.258261,0.554362,-0.092557,0.855952,-0.222673,0.91575,0.081524,0.503354,0.577342,1.735043,0.638226,-0.079384,0.033618,-1.007412,-0.374299,-0.447472,0.627319,-0.116991,0.251438
kmIarvUChORZSQfQNZrZ,1,1.520729,1.790015,-0.747751,0.478946,0.128371,1.64653,-0.000676,0.505843,-0.143494,1.243681,1.450253,0.177318,-0.652677,-2.90172,2.520103,0.86898,0.75205,0.871568,-1.400911,0.898216,-0.411342,0.863549,0.64565,-2.013037,-1.222603,2.292363,0.200299,-0.112738,-0.90498,1.590815,0.685533,-0.17468,-0.20155,0.044355,-0.655754,-0.492453,-0.177298,0.830953,-0.554668
XVrGwTpUDqqfNMQNkcbI,1,0.23424,3.368967,-4.708594,5.887855,-1.378146,3.430663,0.245195,0.699869,2.376729,0.637853,1.018106,0.186447,0.498741,3.157447,-2.108222,0.10701,0.222707,0.392797,0.515711,-0.754473,0.497168,-0.078456,-1.08106,0.448734,-0.45475,0.843054,-0.63038,-0.369551,-0.106565,1.485314,0.192816,-0.704794,0.348892,-0.129045,0.098345,-0.543668,-1.371674,-0.140629,0.898246
GjeOdUNKgDzAHgoMKbgK,1,-1.282224,-0.002489,1.37702,0.67976,-3.587492,-0.098216,-0.315979,0.412818,-0.546969,-1.86992,-1.525809,0.549625,0.097111,-0.414078,0.22908,0.369473,-0.25694,0.235024,0.020446,-0.335467,0.094028,0.087147,0.14624,-0.125326,-0.154594,0.122906,-0.205474,-0.143944,0.05951,-0.064131,-0.113951,0.038155,-0.085242,0.142502,0.035826,0.015704,-0.156034,0.226703,0.043313
tYvPvjafsLHhBCTgndsj,1,-1.992555,-4.879862,-0.434404,-0.356317,-0.033988,-2.148202,-2.269138,-1.319404,1.120998,1.635655,-1.087951,-1.668842,-0.052204,0.06839,1.664295,1.966185,1.179684,0.184722,1.291982,-1.822407,-2.133719,-1.130873,-0.458806,-0.349581,1.72075,0.431148,-1.282562,-0.146818,1.275847,0.88106,0.163906,-0.577072,0.108148,0.425065,-0.166894,-0.147343,0.2337,-0.008707,-0.697753
QpwIIhyjtvJAAwkHSLGt,1,-0.824037,-0.947452,4.323428,-0.921432,1.410295,0.719029,3.00321,-0.989624,1.186606,-1.131014,2.897286,0.092344,-1.583222,-0.116225,-0.715368,0.419689,0.082445,-0.128317,1.062202,0.52363,0.080055,-0.129994,-0.231657,-0.303874,0.066852,-0.51793,0.183273,0.310107,-0.677615,0.42117,0.3072,-0.038537,-0.050118,-0.437395,-0.003082,-0.613498,-0.06786,0.398632,0.04319
EvZpSRqoBNvySMxaeSii,1,-5.80812,0.778814,3.138775,-2.484582,-1.161286,0.417295,1.126937,0.130478,1.125208,0.889325,0.28788,-1.093818,-0.903692,1.067988,-0.787139,-0.517609,-0.496058,0.461013,0.198103,0.537964,0.301824,0.139322,0.236223,-0.122254,-0.055909,-0.475752,0.174056,0.151996,-0.40337,0.221953,0.201103,-0.041211,-0.047464,-0.214739,0.197703,-0.603446,0.202522,0.00888,-0.349845
