@relation trainruns

@attribute instance_id string
@attribute repetition numeric
@attribute algorithm string
@attribute runtime numeric
@attribute runstatus {ok,timeout,memout,not_applicable,crash,other}

@data
PmAcdkcfmHyteoePbIOJ,1,minisatpsm,1200,timeout
PmAcdkcfmHyteoePbIOJ,1,mphaseSAT64,0.67,ok
PmAcdkcfmHyteoePbIOJ,1,precosat,1200,timeout
PmAcdkcfmHyteoePbIOJ,1,qutersat,1200,timeout
PmAcdkcfmHyteoePbIOJ,1,rcl,1200,timeout
PmAcdkcfmHyteoePbIOJ,1,restartsat,1200,timeout
PmAcdkcfmHyteoePbIOJ,1,cryptominisat2011,1200,timeout
PmAcdkcfmHyteoePbIOJ,1,spear-sw,1200,timeout
PmAcdkcfmHyteoePbIOJ,1,spear-hw,1200,timeout
PmAcdkcfmHyteoePbIOJ,1,eagleup,0.01,ok
PmAcdkcfmHyteoePbIOJ,1,sparrow,0.05,ok
PmAcdkcfmHyteoePbIOJ,1,marchrw,2.4,ok
PmAcdkcfmHyteoePbIOJ,1,mphaseSATm,0.7,ok
PmAcdkcfmHyteoePbIOJ,1,satime11,0.04,ok
PmAcdkcfmHyteoePbIOJ,1,tnm,0.06,ok
PmAcdkcfmHyteoePbIOJ,1,mxc09,657.77,ok
PmAcdkcfmHyteoePbIOJ,1,gnoveltyp2,0.18,ok
PmAcdkcfmHyteoePbIOJ,1,sattime,0.03,ok
PmAcdkcfmHyteoePbIOJ,1,sattimep,0.14,ok
PmAcdkcfmHyteoePbIOJ,1,clasp2,422.39,ok
PmAcdkcfmHyteoePbIOJ,1,clasp1,28.94,ok
PmAcdkcfmHyteoePbIOJ,1,picosat,304.97,ok
PmAcdkcfmHyteoePbIOJ,1,mphaseSAT,0.71,ok
PmAcdkcfmHyteoePbIOJ,1,sapperlot,1097.2,ok
PmAcdkcfmHyteoePbIOJ,1,sol,1200,timeout
BvHezebOruVLJlHbltNZ,1,ebglucose,1200,timeout
BvHezebOruVLJlHbltNZ,1,ebminisat,1020.9,ok
BvHezebOruVLJlHbltNZ,1,glucose2,179.43,ok
BvHezebOruVLJlHbltNZ,1,glueminisat,1200,timeout
BvHezebOruVLJlHbltNZ,1,lingeling,1200,timeout
BvHezebOruVLJlHbltNZ,1,lrglshr,1200,timeout
BvHezebOruVLJlHbltNZ,1,minisatpsm,1200,timeout
BvHezebOruVLJlHbltNZ,1,mphaseSAT64,10.58,ok
BvHezebOruVLJlHbltNZ,1,precosat,1139.5,ok
BvHezebOruVLJlHbltNZ,1,qutersat,1200,timeout
BvHezebOruVLJlHbltNZ,1,rcl,1200,timeout
BvHezebOruVLJlHbltNZ,1,restartsat,1200,timeout
BvHezebOruVLJlHbltNZ,1,cryptominisat2011,1200,timeout
BvHezebOruVLJlHbltNZ,1,spear-sw,1200,timeout
BvHezebOruVLJlHbltNZ,1,spear-hw,1200,timeout
BvHezebOruVLJlHbltNZ,1,eagleup,1200,timeout
BvHezebOruVLJlHbltNZ,1,sparrow,102.37,ok
BvHezebOruVLJlHbltNZ,1,marchrw,1200,timeout
BvHezebOruVLJlHbltNZ,1,mphaseSATm,22.21,ok
BvHezebOruVLJlHbltNZ,1,satime11,247.67,ok
BvHezebOruVLJlHbltNZ,1,tnm,35.44,ok
BvHezebOruVLJlHbltNZ,1,mxc09,1078.1,ok
BvHezebOruVLJlHbltNZ,1,gnoveltyp2,1200,timeout
BvHezebOruVLJlHbltNZ,1,sattime,590.43,ok
BvHezebOruVLJlHbltNZ,1,sattimep,17.5,ok
BvHezebOruVLJlHbltNZ,1,clasp2,193.06,ok
BvHezebOruVLJlHbltNZ,1,clasp1,1200,timeout
BvHezebOruVLJlHbltNZ,1,picosat,575.31,ok
BvHezebOruVLJlHbltNZ,1,mphaseSAT,22.04,ok
BvHezebOruVLJlHbltNZ,1,sapperlot,1200,timeout
BvHezebOruVLJlHbltNZ,1,sol,1200,timeout
kzFKypFNauGMtompFQZG,1,ebglucose,0.19,ok
kzFKypFNauGMtompFQZG,1,ebminisat,0.11,ok
kzFKypFNauGMtompFQZG,1,glucose2,0.19,ok
kzFKypFNauGMtompFQZG,1,glueminisat,0.11,ok
kzFKypFNauGMtompFQZG,1,lingeling,0.36,ok
kzFKypFNauGMtompFQZG,1,lrglshr,0.12,ok
kzFKypFNauGMtompFQZG,1,minisatpsm,0.18,ok
kzFKypFNauGMtompFQZG,1,mphaseSAT64,0.38,ok
kzFKypFNauGMtompFQZG,1,precosat,0.11,ok
kzFKypFNauGMtompFQZG,1,qutersat,0.22,ok
kzFKypFNauGMtompFQZG,1,rcl,0.22,ok
kzFKypFNauGMtompFQZG,1,restartsat,0.11,ok
kzFKypFNauGMtompFQZG,1,cryptominisat2011,0.12,ok
kzFKypFNauGMtompFQZG,1,spear-sw,0.03,ok
kzFKypFNauGMtompFQZG,1,spear-hw,0.03,ok
kzFKypFNauGMtompFQZG,1,eagleup,0.03,ok
kzFKypFNauGMtompFQZG,1,sparrow,0.02,ok
kzFKypFNauGMtompFQZG,1,marchrw,0.28,ok
kzFKypFNauGMtompFQZG,1,mphaseSATm,0.12,ok
kzFKypFNauGMtompFQZG,1,satime11,0.15,ok
kzFKypFNauGMtompFQZG,1,tnm,0.19,ok
kzFKypFNauGMtompFQZG,1,mxc09,0.15,ok
kzFKypFNauGMtompFQZG,1,gnoveltyp2,0.04,ok
kzFKypFNauGMtompFQZG,1,sattime,0.17,ok
kzFKypFNauGMtompFQZG,1,sattimep,0.15,ok
kzFKypFNauGMtompFQZG,1,clasp2,0.15,ok
kzFKypFNauGMtompFQZG,1,clasp1,0.19,ok
kzFKypFNauGMtompFQZG,1,picosat,0.01,ok
kzFKypFNauGMtompFQZG,1,mphaseSAT,0.12,ok
kzFKypFNauGMtompFQZG,1,sapperlot,0.03,ok
kzFKypFNauGMtompFQZG,1,sol,4.61,ok
hnNZurDYLpnQSqqWoiSX,1,ebglucose,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,ebminisat,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,glucose2,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,glueminisat,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,lingeling,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,lrglshr,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,minisatpsm,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,mphaseSAT64,410.54,ok
hnNZurDYLpnQSqqWoiSX,1,precosat,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,qutersat,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,rcl,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,restartsat,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,cryptominisat2011,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,spear-sw,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,spear-hw,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,eagleup,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,sparrow,13.34,ok
hnNZurDYLpnQSqqWoiSX,1,marchrw,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,mphaseSATm,257.99,ok
hnNZurDYLpnQSqqWoiSX,1,satime11,104.89,ok
hnNZurDYLpnQSqqWoiSX,1,tnm,786.04,ok
hnNZurDYLpnQSqqWoiSX,1,mxc09,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,gnoveltyp2,17.73,ok
hnNZurDYLpnQSqqWoiSX,1,sattime,177.61,ok
hnNZurDYLpnQSqqWoiSX,1,sattimep,13.3,ok
hnNZurDYLpnQSqqWoiSX,1,clasp2,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,clasp1,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,picosat,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,mphaseSAT,505.82,ok
hnNZurDYLpnQSqqWoiSX,1,sapperlot,1200,timeout
hnNZurDYLpnQSqqWoiSX,1,sol,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,ebglucose,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,ebminisat,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,glucose2,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,glueminisat,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,lingeling,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,lrglshr,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,minisatpsm,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,mphaseSAT64,1.07,ok
oNbitOtaWXeXpIoEmPOF,1,precosat,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,qutersat,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,rcl,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,restartsat,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,cryptominisat2011,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,spear-sw,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,spear-hw,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,eagleup,0.49,ok
oNbitOtaWXeXpIoEmPOF,1,sparrow,4.22,ok
oNbitOtaWXeXpIoEmPOF,1,marchrw,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,mphaseSATm,1.34,ok
oNbitOtaWXeXpIoEmPOF,1,satime11,0.15,ok
oNbitOtaWXeXpIoEmPOF,1,tnm,1.55,ok
oNbitOtaWXeXpIoEmPOF,1,mxc09,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,gnoveltyp2,0.6,ok
oNbitOtaWXeXpIoEmPOF,1,sattime,0.32,ok
oNbitOtaWXeXpIoEmPOF,1,sattimep,166.85,ok
oNbitOtaWXeXpIoEmPOF,1,clasp2,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,clasp1,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,picosat,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,mphaseSAT,1.35,ok
oNbitOtaWXeXpIoEmPOF,1,sapperlot,1200,timeout
oNbitOtaWXeXpIoEmPOF,1,sol,1200,timeout
CzFMBpGHxOevEnnWTLia,1,ebglucose,2.12,ok
CzFMBpGHxOevEnnWTLia,1,ebminisat,2.01,ok
CzFMBpGHxOevEnnWTLia,1,glucose2,2.19,ok
CzFMBpGHxOevEnnWTLia,1,glueminisat,2.05,ok
CzFMBpGHxOevEnnWTLia,1,lingeling,8.7,ok
CzFMBpGHxOevEnnWTLia,1,lrglshr,2.4,ok
CzFMBpGHxOevEnnWTLia,1,minisatpsm,1.92,ok
CzFMBpGHxOevEnnWTLia,1,mphaseSAT64,9.33,ok
CzFMBpGHxOevEnnWTLia,1,precosat,4.08,ok
CzFMBpGHxOevEnnWTLia,1,qutersat,3.58,ok
CzFMBpGHxOevEnnWTLia,1,rcl,2.13,ok
CzFMBpGHxOevEnnWTLia,1,restartsat,2.18,ok
CzFMBpGHxOevEnnWTLia,1,cryptominisat2011,15.04,ok
CzFMBpGHxOevEnnWTLia,1,spear-sw,3.46,ok
CzFMBpGHxOevEnnWTLia,1,spear-hw,4.19,ok
CzFMBpGHxOevEnnWTLia,1,eagleup,1200,timeout
CzFMBpGHxOevEnnWTLia,1,sparrow,1200,timeout
CzFMBpGHxOevEnnWTLia,1,marchrw,1200,timeout
CzFMBpGHxOevEnnWTLia,1,mphaseSATm,2.62,ok
CzFMBpGHxOevEnnWTLia,1,satime11,1200,timeout
CzFMBpGHxOevEnnWTLia,1,tnm,1200,timeout
CzFMBpGHxOevEnnWTLia,1,mxc09,1.88,ok
CzFMBpGHxOevEnnWTLia,1,gnoveltyp2,1200,timeout
CzFMBpGHxOevEnnWTLia,1,sattime,1200,timeout
CzFMBpGHxOevEnnWTLia,1,sattimep,1200,timeout
CzFMBpGHxOevEnnWTLia,1,clasp2,2.21,ok
CzFMBpGHxOevEnnWTLia,1,clasp1,2.77,ok
CzFMBpGHxOevEnnWTLia,1,picosat,1.2,ok
CzFMBpGHxOevEnnWTLia,1,mphaseSAT,3.13,ok
CzFMBpGHxOevEnnWTLia,1,sapperlot,3.17,ok
CzFMBpGHxOevEnnWTLia,1,sol,4.49,ok
AlcijVwrmzLRmvSLakUQ,1,ebglucose,470.26,ok
AlcijVwrmzLRmvSLakUQ,1,ebminisat,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,glucose2,710.83,ok
AlcijVwrmzLRmvSLakUQ,1,glueminisat,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,lingeling,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,lrglshr,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,minisatpsm,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,mphaseSAT64,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,precosat,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,qutersat,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,rcl,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,restartsat,12.97,ok
AlcijVwrmzLRmvSLakUQ,1,cryptominisat2011,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,spear-sw,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,spear-hw,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,eagleup,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,sparrow,10.58,ok
AlcijVwrmzLRmvSLakUQ,1,marchrw,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,mphaseSATm,13.05,ok
AlcijVwrmzLRmvSLakUQ,1,satime11,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,tnm,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,mxc09,67.63,ok
AlcijVwrmzLRmvSLakUQ,1,gnoveltyp2,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,sattime,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,sattimep,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,clasp2,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,clasp1,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,picosat,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,mphaseSAT,12.91,ok
AlcijVwrmzLRmvSLakUQ,1,sapperlot,1200,timeout
AlcijVwrmzLRmvSLakUQ,1,sol,1200,timeout
UYvlylsKlHrqTtLIMpij,1,ebglucose,1200,timeout
UYvlylsKlHrqTtLIMpij,1,ebminisat,1200,timeout
UYvlylsKlHrqTtLIMpij,1,glucose2,1200,timeout
UYvlylsKlHrqTtLIMpij,1,glueminisat,1200,timeout
UYvlylsKlHrqTtLIMpij,1,lingeling,1200,timeout
UYvlylsKlHrqTtLIMpij,1,lrglshr,414.62,ok
UYvlylsKlHrqTtLIMpij,1,minisatpsm,1200,timeout
UYvlylsKlHrqTtLIMpij,1,mphaseSAT64,1124.5,ok
UYvlylsKlHrqTtLIMpij,1,precosat,1200,timeout
UYvlylsKlHrqTtLIMpij,1,qutersat,1200,timeout
UYvlylsKlHrqTtLIMpij,1,rcl,1200,timeout
UYvlylsKlHrqTtLIMpij,1,restartsat,1200,timeout
UYvlylsKlHrqTtLIMpij,1,cryptominisat2011,1200,timeout
UYvlylsKlHrqTtLIMpij,1,spear-sw,1200,timeout
UYvlylsKlHrqTtLIMpij,1,spear-hw,1200,timeout
UYvlylsKlHrqTtLIMpij,1,eagleup,1200,timeout
UYvlylsKlHrqTtLIMpij,1,sparrow,1200,timeout
UYvlylsKlHrqTtLIMpij,1,marchrw,1200,timeout
UYvlylsKlHrqTtLIMpij,1,mphaseSATm,1200,timeout
UYvlylsKlHrqTtLIMpij,1,satime11,405.21,ok
UYvlylsKlHrqTtLIMpij,1,tnm,179.99,ok
UYvlylsKlHrqTtLIMpij,1,mxc09,1200,timeout
UYvlylsKlHrqTtLIMpij,1,gnoveltyp2,1200,timeout
UYvlylsKlHrqTtLIMpij,1,sattime,121.41,ok
UYvlylsKlHrqTtLIMpij,1,sattimep,563.42,ok
UYvlylsKlHrqTtLIMpij,1,clasp2,1200,timeout
UYvlylsKlHrqTtLIMpij,1,clasp1,1200,timeout
UYvlylsKlHrqTtLIMpij,1,picosat,1200,timeout
UYvlylsKlHrqTtLIMpij,1,mphaseSAT,1200,timeout
UYvlylsKlHrqTtLIMpij,1,sapperlot,1200,timeout
UYvlylsKlHrqTtLIMpij,1,sol,0.61,ok
lSzrqinWOiXhEKOeAirj,1,ebglucose,523.37,ok
lSzrqinWOiXhEKOeAirj,1,ebminisat,1200,timeout
lSzrqinWOiXhEKOeAirj,1,glucose2,286.46,ok
lSzrqinWOiXhEKOeAirj,1,glueminisat,1140.1,ok
lSzrqinWOiXhEKOeAirj,1,lingeling,1200,timeout
lSzrqinWOiXhEKOeAirj,1,lrglshr,1200,timeout
lSzrqinWOiXhEKOeAirj,1,minisatpsm,1200,timeout
lSzrqinWOiXhEKOeAirj,1,mphaseSAT64,1200,timeout
lSzrqinWOiXhEKOeAirj,1,precosat,1200,timeout
lSzrqinWOiXhEKOeAirj,1,qutersat,574.04,ok
lSzrqinWOiXhEKOeAirj,1,rcl,1200,timeout
lSzrqinWOiXhEKOeAirj,1,restartsat,1181.9,ok
lSzrqinWOiXhEKOeAirj,1,cryptominisat2011,365.07,ok
lSzrqinWOiXhEKOeAirj,1,spear-sw,1200,timeout
lSzrqinWOiXhEKOeAirj,1,spear-hw,769.37,ok
lSzrqinWOiXhEKOeAirj,1,eagleup,1200,timeout
lSzrqinWOiXhEKOeAirj,1,sparrow,1200,timeout
lSzrqinWOiXhEKOeAirj,1,marchrw,1200,timeout
lSzrqinWOiXhEKOeAirj,1,mphaseSATm,1044.1,ok
lSzrqinWOiXhEKOeAirj,1,satime11,1200,timeout
lSzrqinWOiXhEKOeAirj,1,tnm,1200,timeout
lSzrqinWOiXhEKOeAirj,1,mxc09,1200,timeout
lSzrqinWOiXhEKOeAirj,1,gnoveltyp2,1200,timeout
lSzrqinWOiXhEKOeAirj,1,sattime,1200,timeout
lSzrqinWOiXhEKOeAirj,1,sattimep,1200,timeout
lSzrqinWOiXhEKOeAirj,1,clasp2,141.96,ok
lSzrqinWOiXhEKOeAirj,1,clasp1,154.37,ok
lSzrqinWOiXhEKOeAirj,1,picosat,1200,timeout
lSzrqinWOiXhEKOeAirj,1,mphaseSAT,1148.8,ok
lSzrqinWOiXhEKOeAirj,1,sapperlot,1200,timeout
lSzrqinWOiXhEKOeAirj,1,sol,1090.8,ok
KJXxpxfjezzNBjhcOhoe,1,ebglucose,369.75,ok
KJXxpxfjezzNBjhcOhoe,1,ebminisat,4.38,ok
KJXxpxfjezzNBjhcOhoe,1,glucose2,124.28,ok
KJXxpxfjezzNBjhcOhoe,1,glueminisat,1052.5,ok
KJXxpxfjezzNBjhcOhoe,1,lingeling,547.92,ok
KJXxpxfjezzNBjhcOhoe,1,lrglshr,235,ok
KJXxpxfjezzNBjhcOhoe,1,minisatpsm,997.32,ok
KJXxpxfjezzNBjhcOhoe,1,mphaseSAT64,0.62,ok
KJXxpxfjezzNBjhcOhoe,1,precosat,65.7,ok
KJXxpxfjezzNBjhcOhoe,1,qutersat,162.98,ok
KJXxpxfjezzNBjhcOhoe,1,rcl,194.26,ok
KJXxpxfjezzNBjhcOhoe,1,restartsat,30.59,ok
KJXxpxfjezzNBjhcOhoe,1,cryptominisat2011,200.43,ok
KJXxpxfjezzNBjhcOhoe,1,spear-sw,1200,timeout
KJXxpxfjezzNBjhcOhoe,1,spear-hw,23.59,ok
KJXxpxfjezzNBjhcOhoe,1,eagleup,0,ok
KJXxpxfjezzNBjhcOhoe,1,sparrow,0.05,ok
KJXxpxfjezzNBjhcOhoe,1,marchrw,2.63,ok
KJXxpxfjezzNBjhcOhoe,1,mphaseSATm,0.64,ok
KJXxpxfjezzNBjhcOhoe,1,satime11,0.02,ok
KJXxpxfjezzNBjhcOhoe,1,tnm,0.04,ok
KJXxpxfjezzNBjhcOhoe,1,mxc09,5.26,ok
KJXxpxfjezzNBjhcOhoe,1,gnoveltyp2,0.01,ok
KJXxpxfjezzNBjhcOhoe,1,sattime,0.03,ok
KJXxpxfjezzNBjhcOhoe,1,sattimep,0.1,ok
KJXxpxfjezzNBjhcOhoe,1,clasp2,0.41,ok
KJXxpxfjezzNBjhcOhoe,1,clasp1,20.41,ok
KJXxpxfjezzNBjhcOhoe,1,picosat,10.51,ok
KJXxpxfjezzNBjhcOhoe,1,mphaseSAT,0.64,ok
KJXxpxfjezzNBjhcOhoe,1,sapperlot,25.23,ok
KJXxpxfjezzNBjhcOhoe,1,sol,69.08,ok
VchFjOnqqSmqDThFpEvl,1,ebglucose,1200,timeout
VchFjOnqqSmqDThFpEvl,1,ebminisat,1200,timeout
VchFjOnqqSmqDThFpEvl,1,glucose2,1200,timeout
VchFjOnqqSmqDThFpEvl,1,glueminisat,1200,timeout
VchFjOnqqSmqDThFpEvl,1,lingeling,1023.4,ok
VchFjOnqqSmqDThFpEvl,1,lrglshr,1200,timeout
VchFjOnqqSmqDThFpEvl,1,minisatpsm,1200,timeout
VchFjOnqqSmqDThFpEvl,1,mphaseSAT64,1200,timeout
VchFjOnqqSmqDThFpEvl,1,precosat,1200,timeout
VchFjOnqqSmqDThFpEvl,1,qutersat,1200,timeout
VchFjOnqqSmqDThFpEvl,1,rcl,1200,timeout
VchFjOnqqSmqDThFpEvl,1,restartsat,1200,timeout
VchFjOnqqSmqDThFpEvl,1,cryptominisat2011,1200,timeout
VchFjOnqqSmqDThFpEvl,1,spear-sw,1200,timeout
VchFjOnqqSmqDThFpEvl,1,spear-hw,1200,timeout
VchFjOnqqSmqDThFpEvl,1,eagleup,1200,timeout
VchFjOnqqSmqDThFpEvl,1,sparrow,1200,timeout
VchFjOnqqSmqDThFpEvl,1,marchrw,1200,timeout
VchFjOnqqSmqDThFpEvl,1,mphaseSATm,1200,timeout
VchFjOnqqSmqDThFpEvl,1,satime11,1200,timeout
VchFjOnqqSmqDThFpEvl,1,tnm,1200,timeout
VchFjOnqqSmqDThFpEvl,1,mxc09,1200,timeout
VchFjOnqqSmqDThFpEvl,1,gnoveltyp2,1200,timeout
VchFjOnqqSmqDThFpEvl,1,sattime,1200,timeout
VchFjOnqqSmqDThFpEvl,1,sattimep,1200,timeout
VchFjOnqqSmqDThFpEvl,1,clasp2,1200,timeout
VchFjOnqqSmqDThFpEvl,1,clasp1,1200,timeout
VchFjOnqqSmqDThFpEvl,1,picosat,1200,timeout
VchFjOnqqSmqDThFpEvl,1,mphaseSAT,1200,timeout
VchFjOnqqSmqDThFpEvl,1,sapperlot,1200,timeout
VchFjOnqqSmqDThFpEvl,1,sol,1200,timeout
TVecPdmplsmobTWVrefv,1,ebglucose,1.21,ok
TVecPdmplsmobTWVrefv,1,ebminisat,0.61,ok
TVecPdmplsmobTWVrefv,1,glucose2,1.2,ok
TVecPdmplsmobTWVrefv,1,glueminisat,0.61,ok
TVecPdmplsmobTWVrefv,1,lingeling,3.98,ok
TVecPdmplsmobTWVrefv,1,lrglshr,0.62,ok
TVecPdmplsmobTWVrefv,1,minisatpsm,1.23,ok
TVecPdmplsmobTWVrefv,1,mphaseSAT64,8.99,ok
TVecPdmplsmobTWVrefv,1,precosat,2.37,ok
TVecPdmplsmobTWVrefv,1,qutersat,21.1,ok
TVecPdmplsmobTWVrefv,1,rcl,1.44,ok
TVecPdmplsmobTWVrefv,1,restartsat,0.87,ok
TVecPdmplsmobTWVrefv,1,cryptominisat2011,0.89,ok
TVecPdmplsmobTWVrefv,1,spear-sw,4.17,ok
TVecPdmplsmobTWVrefv,1,spear-hw,1200,timeout
TVecPdmplsmobTWVrefv,1,eagleup,1200,timeout
TVecPdmplsmobTWVrefv,1,sparrow,1200,timeout
TVecPdmplsmobTWVrefv,1,marchrw,1200,timeout
TVecPdmplsmobTWVrefv,1,mphaseSATm,9.19,ok
TVecPdmplsmobTWVrefv,1,satime11,0.88,ok
TVecPdmplsmobTWVrefv,1,tnm,1200,timeout
TVecPdmplsmobTWVrefv,1,mxc09,0.55,ok
TVecPdmplsmobTWVrefv,1,gnoveltyp2,1200,timeout
TVecPdmplsmobTWVrefv,1,sattime,0.88,ok
TVecPdmplsmobTWVrefv,1,sattimep,0.93,ok
TVecPdmplsmobTWVrefv,1,clasp2,0.82,ok
TVecPdmplsmobTWVrefv,1,clasp1,0.75,ok
TVecPdmplsmobTWVrefv,1,picosat,0.45,ok
TVecPdmplsmobTWVrefv,1,mphaseSAT,9.26,ok
TVecPdmplsmobTWVrefv,1,sapperlot,3.21,ok
TVecPdmplsmobTWVrefv,1,sol,74.61,ok
DKXcSmWdPzXtYdKuzjVm,1,ebglucose,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,ebminisat,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,glucose2,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,glueminisat,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,lingeling,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,lrglshr,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,minisatpsm,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,mphaseSAT64,58.97,ok
DKXcSmWdPzXtYdKuzjVm,1,precosat,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,qutersat,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,rcl,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,restartsat,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,cryptominisat2011,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,spear-sw,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,spear-hw,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,eagleup,19.14,ok
DKXcSmWdPzXtYdKuzjVm,1,sparrow,14.9,ok
DKXcSmWdPzXtYdKuzjVm,1,marchrw,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,mphaseSATm,70.58,ok
DKXcSmWdPzXtYdKuzjVm,1,satime11,174.94,ok
DKXcSmWdPzXtYdKuzjVm,1,tnm,141.5,ok
DKXcSmWdPzXtYdKuzjVm,1,mxc09,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,gnoveltyp2,114.8,ok
DKXcSmWdPzXtYdKuzjVm,1,sattime,138.73,ok
DKXcSmWdPzXtYdKuzjVm,1,sattimep,563.37,ok
DKXcSmWdPzXtYdKuzjVm,1,clasp2,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,clasp1,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,picosat,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,mphaseSAT,74.58,ok
DKXcSmWdPzXtYdKuzjVm,1,sapperlot,1200,timeout
DKXcSmWdPzXtYdKuzjVm,1,sol,1200,timeout
UGkHYQJpoTREKuVhuEII,1,ebglucose,1200,timeout
UGkHYQJpoTREKuVhuEII,1,ebminisat,1200,timeout
UGkHYQJpoTREKuVhuEII,1,glucose2,1200,timeout
UGkHYQJpoTREKuVhuEII,1,glueminisat,1200,timeout
UGkHYQJpoTREKuVhuEII,1,lingeling,1200,timeout
UGkHYQJpoTREKuVhuEII,1,lrglshr,1200,timeout
UGkHYQJpoTREKuVhuEII,1,minisatpsm,1200,timeout
UGkHYQJpoTREKuVhuEII,1,mphaseSAT64,1200,timeout
UGkHYQJpoTREKuVhuEII,1,precosat,1200,timeout
UGkHYQJpoTREKuVhuEII,1,qutersat,1200,timeout
UGkHYQJpoTREKuVhuEII,1,rcl,1200,timeout
UGkHYQJpoTREKuVhuEII,1,restartsat,1200,timeout
UGkHYQJpoTREKuVhuEII,1,cryptominisat2011,1200,timeout
UGkHYQJpoTREKuVhuEII,1,spear-sw,1200,timeout
